tweet_id,favorite_count,retweet_count
873337748698140672,0,1597
873580283840344065,24198,3972
874012996292530176,34580,10527
874057562936811520,22605,3972
874296783580663808,26006,4134
874434818259525634,0,14845
874680097055178752,27757,4670
875021211251597312,25408,4736
875097192612077568,27332,6061
875144289856114688,21850,4945
875747767867523072,25111,4308
876120275196170240,27825,4702
876484053909872640,18692,2406
876537666061221889,23367,4629
876838120628539392,20599,3365
877201837425926144,27027,5610
877316821321428993,27270,5186
877556246731214848,22664,3830
877611172832227328,0,81
877736472329191424,79582,19172
878057613040115712,41870,6843
878281511006478336,7726,1296
878316110768087041,0,6662
878404777348136964,0,1296
878604707211726852,30144,7233
878776093423087618,19330,4143
879008229531029506,18893,2699
879050749262655488,22489,4722
879130579576475649,0,6843
879376492567855104,16692,3122
879415818425184262,105439,44231
879492040517615616,23303,3188
879674319642796034,311,10
879862464715927552,22216,3503
880095782870896641,27504,4363
880221127280381952,26956,4233
880465832366813184,28390,6281
880872448815771648,21191,3819
880935762899988482,16930,2779
881268444196462592,22969,5164
881536004380872706,49226,15968
881633300179243008,128,7
881666595344535552,50341,10670
881906580714921986,24193,3398
882045870035918850,29228,4979
882268110199369728,44763,11587
882627270321602560,27773,6087
882762694511734784,28186,4915
882992080364220416,23845,3916
883117836046086144,37049,6666
883360690899218434,22466,3671
883482846933004288,45733,9958
883838122936631299,21798,3437
884162670584377345,20283,2981
884247878851493888,72661,20427
884441805382717440,26860,5646
884562892145688576,24191,4863
884876753390489601,27797,5787
884925521741709313,77155,18414
885167619883638784,21835,4375
885311592912609280,0,18570
885518971528720385,20334,3756
885528943205470208,35825,6421
885984800019947520,32538,6810
886054160059072513,0,104
886258384151887873,27838,6274
886267009285017600,116,4
886366144734445568,21087,3196
886680336477933568,22307,4456
886736880519319552,12007,3288
886983233522544640,34982,7765
887101392804085760,30395,5954
887343217045368832,33514,10384
887473957103951883,68768,18196
887517139158093824,46024,11657
887705289381826560,30039,5387
888078434458587136,21653,3486
888554962724278272,19797,3577
888804989199671297,25457,4337
888917238123831296,28940,4498
889278841981685760,25166,5417
889531135344209921,15025,2237
889638837579907072,27040,4544
889665388333682689,47893,10054
889880896479866881,27646,4972
890006608113172480,30537,7332
890240255349198849,31772,7419
890609185150312448,27657,4266
890729181411237888,65181,18894
890971913173991426,11787,2072
891087950875897856,20119,3115
891327558926688256,40123,9407
891689557279858688,41986,8655
891815181378084864,24904,4154
892177421306343426,33069,6268
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
892420643555336193,38585,8529
